freq,unit,sex,age,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,NR,F,Y50-54,NL42	31753 	32500 	32580 	33180 	33626 	34199 	35057 	37174 	39111 	40447 	41891 	42670 	42448 	42343 	42642 	42508 	42773 	43244 	43305 	43619 	44272 	44731 	45330 	45890 	46120 	46298 	46199 	45477 	44718 	43685 	43022 
A,NR,M,Y50-54,NL42	32870 	33627 	34215 	35067 	35879 	36746 	37744 	39795 	41705 	43336 	44902 	45758 	45543 	45259 	44726 	44347 	44195 	44254 	44264 	44628 	45332 	45820 	46412 	46662 	46778 	46591 	46394 	45775 	45112 	44297 	43338 
A,NR,T,Y50-54,NL42	64623 	66127 	66795 	68247 	69505 	70945 	72801 	76969 	80816 	83783 	86793 	88428 	87991 	87602 	87368 	86855 	86968 	87498 	87569 	88247 	89604 	90551 	91742 	92552 	92898 	92889 	92593 	91252 	89830 	87982 	86360 
A,NR,F,Y50-54,NO01	20811 	21467 	21833 	22596 	23894 	25766 	27656 	30701 	32488 	33308 	33208 	32651 	31274 	30855 	30879 	31148 	31531 	32338 	33045 	33759 	34324 	35141 	35649 	36340 	37193 	38424 	39502 	40808 	41687 	42414 	43225 
A,NR,M,Y50-54,NO01	20083 	21090 	21446 	22358 	23906 	26054 	27889 	31242 	32950 	33898 	33598 	33216 	31796 	31281 	30958 	31102 	31705 	32640 	33736 	34953 	35913 	36960 	37906 	38889 	39508 	40815 	41665 	42851 	43640 	44858 	45659 
A,NR,T,Y50-54,NO01	40894 	42557 	43279 	44954 	47800 	51820 	55545 	61943 	65438 	67206 	66806 	65867 	63070 	62136 	61837 	62250 	63236 	64978 	66781 	68712 	70237 	72101 	73555 	75229 	76701 	79239 	81167 	83659 	85327 	87272 	88884 
A,NR,F,Y50-54,NO02	8884 	9175 	9352 	9741 	10137 	10622 	11310 	12251 	12790 	13189 	13499 	13487 	13096 	12999 	12816 	12707 	12780 	13004 	12995 	13087 	13115 	13043 	12971 	12988 	13014 	13143 	13312 	13463 	13725 	13858 	13959 
A,NR,M,Y50-54,NO02	8699 	9032 	9198 	9658 	10059 	10566 	11222 	12293 	13040 	13536 	13918 	14001 	13573 	13302 	13197 	12875 	12935 	13104 	13230 	13232 	13391 	13247 	13310 	13168 	13165 	13352 	13639 	13946 	14148 	14364 	14572 
A,NR,T,Y50-54,NO02	17583 	18207 	18550 	19399 	20196 	21188 	22532 	24544 	25830 	26725 	27417 	27488 	26669 	26301 	26013 	25582 	25715 	26108 	26225 	26319 	26506 	26290 	26281 	26156 	26179 	26495 	26951 	27409 	27873 	28222 	28531 
A,NR,F,Y50-54,NO03	20081 	20546 	20705 	21081 	21796 	23445 	25264 	28057 	30057 	31245 	31362 	31422 	30355 	29724 	29812 	29989 	30172 	30802 	31239 	31430 	31701 	31860 	31879 	32032 	32208 	32709 	33422 	34093 	34893 	35921 	36533 
A,NR,M,Y50-54,NO03	19670 	20282 	20389 	20943 	21799 	23689 	25517 	28515 	30627 	31918 	32057 	32000 	30857 	30381 	30275 	30341 	30469 	30941 	31282 	31600 	31905 	32201 	32424 	32847 	33328 	33846 	34768 	35650 	36451 	37109 	37815 
A,NR,T,Y50-54,NO03	39751 	40828 	41094 	42024 	43595 	47134 	50781 	56572 	60684 	63163 	63419 	63422 	61212 	60105 	60087 	60330 	60641 	61743 	62521 	63030 	63606 	64061 	64303 	64879 	65536 	66555 	68190 	69743 	71344 	73030 	74348 
A,NR,F,Y50-54,NO04	12469 	12900 	13208 	13830 	14650 	15454 	16327 	17665 	18639 	19060 	19386 	19629 	19522 	19542 	19994 	20229 	20682 	21268 	21513 	21809 	22070 	22169 	22362 	22515 	22696 	23261 	23765 	24275 	24882 	25381 	25872 
A,NR,M,Y50-54,NO04	12878 	13107 	13264 	13986 	14841 	15812 	16897 	18385 	19341 	20170 	20549 	20870 	20771 	20977 	21154 	21405 	21564 	22022 	22340 	22736 	22971 	23288 	23540 	23909 	24357 	24979 	25434 	25817 	26495 	26877 	27285 
A,NR,T,Y50-54,NO04	25347 	26007 	26472 	27816 	29491 	31266 	33224 	36050 	37980 	39230 	39935 	40499 	40293 	40519 	41148 	41634 	42246 	43290 	43853 	44545 	45041 	45457 	45902 	46424 	47053 	48240 	49199 	50092 	51377 	52258 	53157 
A,NR,F,Y50-54,NO05	16324 	16770 	17043 	17665 	18333 	19305 	20405 	22104 	23417 	24404 	24953 	25280 	24842 	24856 	24982 	25221 	25375 	25879 	25970 	26193 	26453 	26500 	26450 	26537 	26618 	26594 	26811 	27208 	27751 	28428 	29170 
A,NR,M,Y50-54,NO05	16708 	17232 	17398 	18029 	18899 	20265 	21666 	23677 	25253 	26467 	26877 	27063 	26662 	26710 	26620 	26765 	27087 	27340 	27300 	27633 	28025 	28205 	28350 	28729 	28745 	29015 	29552 	29975 	30379 	30896 	31276 
A,NR,T,Y50-54,NO05	33032 	34002 	34441 	35694 	37232 	39570 	42071 	45781 	48670 	50871 	51830 	52343 	51504 	51566 	51602 	51986 	52462 	53219 	53270 	53826 	54478 	54705 	54800 	55266 	55363 	55609 	56363 	57183 	58130 	59324 	60446 
A,NR,F,Y50-54,NO06	8281 	8487 	8815 	9316 	9886 	10396 	11178 	12072 	12533 	12895 	12978 	12928 	12703 	12695 	12686 	12902 	13127 	13351 	13354 	13279 	13273 	13205 	13182 	13322 	13592 	13790 	14143 	14512 	14797 	15251 	15524 
A,NR,M,Y50-54,NO06	8222 	8608 	9007 	9588 	10261 	10943 	11683 	12505 	12985 	13345 	13545 	13546 	13400 	13383 	13247 	13268 	13391 	13472 	13644 	13850 	14046 	13944 	13974 	14144 	14232 	14402 	14905 	15347 	15536 	15906 	16152 
A,NR,T,Y50-54,NO06	16503 	17095 	17822 	18904 	20147 	21339 	22861 	24577 	25518 	26240 	26523 	26474 	26103 	26078 	25933 	26170 	26518 	26823 	26998 	27129 	27319 	27149 	27156 	27466 	27824 	28192 	29048 	29859 	30333 	31157 	31676 
A,NR,F,Y50-54,NO07	10326 	10522 	10628 	11088 	11477 	12166 	12841 	13749 	14364 	14947 	15274 	15377 	15102 	14966 	14939 	14905 	15108 	15415 	15427 	15356 	15384 	15167 	15060 	15217 	15503 	15793 	16177 	16393 	16725 	16844 	16871 
A,NR,M,Y50-54,NO07	10891 	11262 	11663 	12117 	12617 	13389 	14188 	15091 	15888 	16519 	16822 	16894 	16664 	16397 	16293 	16293 	16219 	16453 	16317 	16042 	16028 	15935 	15856 	16042 	16301 	16513 	16808 	17184 	17434 	17937 	18018 
A,NR,T,Y50-54,NO07	21217 	21784 	22291 	23205 	24094 	25555 	27029 	28840 	30252 	31466 	32096 	32271 	31766 	31363 	31232 	31198 	31327 	31868 	31744 	31398 	31412 	31102 	30916 	31259 	31804 	32306 	32985 	33577 	34159 	34781 	34889 
A,NR,F,Y50-54,PL21	: 	84135 	80102 	76533 	73995 	72746 	72961 	77450 	84110 	90753 	95732 	101842 	106630 	109845 	112831 	115096 	117523 	118395 	119255 	119996 	119678 	117875 	115515 	112682 	108993 	106271 	104022 	102598 	101358 	100791 	100833 
A,NR,M,Y50-54,PL21	: 	77300 	73638 	70182 	68364 	67449 	67663 	71267 	77389 	83780 	88028 	93835 	99007 	102646 	105783 	108735 	111695 	112891 	114453 	115510 	116842 	115389 	113181 	110171 	107096 	104660 	102911 	101878 	101112 	100731 	100439 
A,NR,T,Y50-54,PL21	: 	161435 	153740 	146715 	142359 	140195 	140624 	148717 	161499 	174533 	183760 	195677 	205637 	212491 	218614 	223831 	229218 	231286 	233708 	235506 	236520 	233264 	228696 	222853 	216089 	210931 	206933 	204476 	202470 	201522 	201272 
A,NR,F,Y50-54,PL22	: 	140494 	140833 	139976 	138392 	135658 	130118 	130390 	136445 	145558 	153928 	168881 	180288 	187567 	192744 	196629 	198627 	198457 	198753 	199189 	196680 	191986 	184756 	176164 	166596 	158619 	152591 	148594 	144973 	142091 	139871 
A,NR,M,Y50-54,PL22	: 	141768 	141260 	137871 	134398 	129683 	122955 	122947 	129457 	138219 	145337 	159627 	169580 	175535 	180038 	183031 	184957 	185507 	185756 	185838 	186272 	181805 	175250 	168004 	160186 	153586 	147789 	144202 	140864 	138365 	136222 
A,NR,T,Y50-54,PL22	: 	282262 	282093 	277847 	272790 	265341 	253073 	253337 	265902 	283777 	299265 	328508 	349868 	363102 	372782 	379660 	383584 	383964 	384509 	385027 	382952 	373791 	360006 	344168 	326782 	312205 	300380 	292796 	285837 	280456 	276093 
A,NR,F,Y50-54,PL41	: 	79588 	77011 	74356 	71318 	68135 	67773 	79594 	89945 	102113 	114081 	125121 	125724 	128114 	129639 	130726 	132302 	133157 	134464 	134239 	133814 	130329 	125742 	119451 	114612 	109834 	106247 	103708 	102072 	100931 	100895 
A,NR,M,Y50-54,PL41	: 	73228 	71102 	69026 	66074 	63210 	63255 	74272 	83823 	95638 	106447 	116578 	117245 	119670 	120535 	121553 	123370 	124765 	126162 	126608 	128149 	124855 	120364 	114801 	110327 	106040 	103286 	101147 	99685 	98805 	99106 
A,NR,T,Y50-54,PL41	: 	152816 	148113 	143382 	137392 	131345 	131028 	153866 	173768 	197751 	220528 	241699 	242969 	247784 	250174 	252279 	255672 	257922 	260626 	260847 	261963 	255184 	246106 	234252 	224939 	215874 	209533 	204855 	201757 	199736 	200001 
A,NR,F,Y50-54,PL42	: 	42187 	40301 	38497 	36953 	35753 	34970 	38283 	43228 	49673 	56017 	63312 	67717 	70819 	72510 	73583 	74566 	75056 	75258 	75010 	74920 	71909 	68077 	63657 	59778 	55738 	52806 	50937 	49603 	48444 	47962 
A,NR,M,Y50-54,PL42	: 	38444 	36768 	35719 	34866 	34315 	34032 	37935 	43100 	49608 	55069 	62094 	65730 	68090 	69342 	69994 	70880 	71123 	71184 	70970 	72137 	69101 	65874 	62011 	58279 	55085 	52594 	50579 	49564 	48510 	48178 
A,NR,T,Y50-54,PL42	: 	80631 	77069 	74216 	71819 	70068 	69002 	76218 	86328 	99281 	111086 	125406 	133447 	138909 	141852 	143577 	145446 	146179 	146442 	145980 	147057 	141010 	133951 	125668 	118057 	110823 	105400 	101516 	99167 	96954 	96140 
A,NR,F,Y50-54,PL43	: 	24078 	23154 	22238 	21316 	20609 	20009 	22005 	24996 	28908 	32643 	36683 	38833 	40517 	41408 	42052 	42918 	43440 	43728 	43711 	43099 	41570 	39678 	37306 	35030 	32982 	31495 	30336 	29377 	28767 	28391 
A,NR,M,Y50-54,PL43	: 	21450 	20553 	19844 	19088 	18595 	18399 	20788 	24065 	28183 	31879 	35876 	37663 	38871 	39508 	40018 	40770 	41225 	41600 	41504 	42127 	40562 	38818 	36471 	34174 	32392 	31154 	30121 	29403 	28913 	28584 
A,NR,T,Y50-54,PL43	: 	45528 	43707 	42082 	40404 	39204 	38408 	42793 	49061 	57091 	64522 	72559 	76496 	79388 	80916 	82070 	83688 	84665 	85328 	85215 	85226 	82132 	78496 	73777 	69204 	65374 	62649 	60457 	58780 	57680 	56975 
A,NR,F,Y50-54,PL51	: 	80221 	76160 	72042 	68534 	65580 	63679 	68739 	77814 	89458 	99616 	111999 	120177 	125394 	127831 	129435 	130854 	130175 	128842 	127649 	125187 	120070 	114156 	107201 	100148 	94059 	89077 	85250 	82339 	80343 	79647 
A,NR,M,Y50-54,PL51	: 	69013 	65909 	62722 	59962 	58679 	57468 	63219 	72896 	84807 	93798 	105368 	112415 	117008 	119185 	120470 	121710 	121812 	120549 	119249 	119811 	114892 	109364 	102502 	95751 	90091 	85950 	82850 	80895 	79493 	79117 
A,NR,T,Y50-54,PL51	: 	149234 	142069 	134764 	128496 	124259 	121147 	131958 	150710 	174265 	193414 	217367 	232592 	242402 	247016 	249905 	252564 	251987 	249391 	246898 	244998 	234962 	223520 	209703 	195899 	184150 	175027 	168100 	163234 	159836 	158764 
A,NR,F,Y50-54,PL52	: 	33310 	32200 	30071 	28089 	26199 	24056 	23857 	25808 	28434 	31166 	34887 	37348 	38922 	39789 	40330 	40544 	40698 	40736 	40821 	39279 	38777 	38006 	36787 	35576 	34170 	33037 	31949 	31147 	30317 	29925 
A,NR,M,Y50-54,PL52	: 	31079 	30247 	28374 	26870 	25194 	23365 	23069 	24928 	27463 	29863 	33270 	35554 	36982 	37862 	38558 	39156 	39461 	39625 	39980 	38646 	38177 	37517 	36734 	35497 	34322 	33176 	32304 	31601 	30871 	30506 
A,NR,T,Y50-54,PL52	: 	64389 	62447 	58445 	54959 	51393 	47421 	46926 	50736 	55897 	61029 	68157 	72902 	75904 	77651 	78888 	79700 	80159 	80361 	80801 	77925 	76954 	75523 	73521 	71073 	68492 	66213 	64253 	62748 	61188 	60431 
A,NR,F,Y50-54,PL61	: 	51540 	50541 	49712 	48423 	46970 	45929 	50574 	55394 	61782 	68439 	76321 	78742 	80870 	81987 	82810 	83433 	84121 	84849 	85139 	84908 	82742 	79598 	75700 	72085 	68812 	66348 	64559 	63375 	62376 	62254 
A,NR,M,Y50-54,PL61	: 	47480 	46524 	45654 	44674 	43302 	42505 	46541 	50995 	56829 	62627 	69570 	72007 	74071 	75325 	76309 	77517 	78702 	79828 	80205 	82160 	79636 	76631 	73113 	69516 	66510 	64399 	62658 	61275 	60602 	60309 
A,NR,T,Y50-54,PL61	: 	99020 	97065 	95366 	93097 	90272 	88434 	97115 	106389 	118611 	131066 	145891 	150749 	154941 	157312 	159119 	160950 	162823 	164677 	165344 	167068 	162378 	156229 	148813 	141601 	135322 	130747 	127217 	124650 	122978 	122563 
A,NR,F,Y50-54,PL62	: 	34336 	32845 	31964 	30603 	29171 	28322 	29665 	32428 	36627 	40755 	45906 	49321 	51860 	53553 	54877 	56124 	57335 	58127 	58546 	58788 	57625 	55771 	53620 	51494 	49008 	46918 	45509 	44253 	43055 	42319 
A,NR,M,Y50-54,PL62	: 	31912 	30818 	29667 	28605 	27441 	26942 	28386 	31168 	35390 	39473 	44608 	47833 	50058 	51532 	52457 	53529 	54515 	55415 	56284 	58179 	57030 	55329 	53343 	50951 	48785 	46838 	45442 	44114 	42805 	41856 
A,NR,T,Y50-54,PL62	: 	66248 	63663 	61631 	59208 	56612 	55264 	58051 	63596 	72017 	80228 	90514 	97154 	101918 	105085 	107334 	109653 	111850 	113542 	114830 	116967 	114655 	111100 	106963 	102445 	97793 	93756 	90951 	88367 	85860 	84175 
A,NR,F,Y50-54,PL63	: 	53620 	52221 	51136 	50006 	48188 	46535 	49763 	55036 	61755 	68554 	77400 	82033 	84747 	86447 	88019 	89095 	89391 	89537 	89112 	88057 	85007 	81728 	77721 	74413 	71546 	69526 	67709 	66980 	65877 	65532 
A,NR,M,Y50-54,PL63	: 	50517 	49225 	48337 	47596 	45911 	44578 	47519 	52455 	58666 	65237 	73390 	77699 	80144 	81475 	82306 	83126 	83494 	83483 	83294 	84732 	81980 	79355 	76011 	73096 	70435 	68468 	66901 	66013 	65614 	65616 
A,NR,T,Y50-54,PL63	: 	104137 	101446 	99473 	97602 	94099 	91113 	97282 	107491 	120421 	133791 	150790 	159732 	164891 	167922 	170325 	172221 	172885 	173020 	172406 	172789 	166987 	161083 	153732 	147509 	141981 	137994 	134610 	132993 	131491 	131148 
A,NR,F,Y50-54,PL71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87470 	82733 	79127 	76816 	75462 	74615 	74606 
A,NR,M,Y50-54,PL71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	82068 	77897 	75001 	72927 	71441 	71025 	71132 
A,NR,T,Y50-54,PL71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	169538 	160630 	154128 	149743 	146903 	145640 	145738 
A,NR,F,Y50-54,PL72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43381 	41242 	39385 	38079 	37211 	36642 	36285 
A,NR,M,Y50-54,PL72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43333 	41232 	39644 	38250 	37393 	36761 	36402 
A,NR,T,Y50-54,PL72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86714 	82474 	79029 	76329 	74604 	73403 	72687 
A,NR,F,Y50-54,PL81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	71374 	68741 	66981 	65804 	64833 	63780 	63473 
A,NR,M,Y50-54,PL81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70171 	67650 	66288 	65256 	64214 	63385 	62947 
A,NR,T,Y50-54,PL81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141545 	136391 	133269 	131060 	129047 	127165 	126420 
A,NR,F,Y50-54,PL82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70265 	68325 	66759 	65706 	64909 	64295 	63822 
A,NR,M,Y50-54,PL82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	71075 	69241 	67768 	66561 	65523 	64404 	63513 
A,NR,T,Y50-54,PL82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141340 	137566 	134527 	132267 	130432 	128699 	127335 
A,NR,F,Y50-54,PL84	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41828 	40595 	39269 	38288 	37552 	36854 	36238 
A,NR,M,Y50-54,PL84	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41666 	40362 	39123 	38482 	37632 	36937 	36214 
A,NR,T,Y50-54,PL84	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83494 	80957 	78392 	76770 	75184 	73791 	72452 
A,NR,F,Y50-54,PL91	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91632 	86725 	83489 	81905 	81309 	81670 	83001 
A,NR,M,Y50-54,PL91	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	82647 	79400 	77223 	76853 	77111 	77640 	79339 
A,NR,T,Y50-54,PL91	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	174279 	166125 	160712 	158758 	158420 	159310 	162340 
A,NR,F,Y50-54,PL92	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79243 	76301 	73899 	72484 	71337 	70280 	69653 
A,NR,M,Y50-54,PL92	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80087 	76787 	74098 	72365 	71217 	70127 	69718 
A,NR,T,Y50-54,PL92	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	159330 	153088 	147997 	144849 	142554 	140407 	139371 
A,NR,F,Y50-54,PT11	: 	90210 	91589 	90509 	90308 	91820 	95983 	99275 	101864 	106347 	109047 	110934 	114704 	119578 	120034 	122623 	125383 	127073 	129031 	132057 	134315 	136181 	139852 	142536 	144881 	147952 e	149584 e	149302 	148747 	148089 	146651 
A,NR,M,Y50-54,PT11	: 	80240 	80743 	80345 	80093 	81451 	84967 	88254 	91107 	95857 	100047 	103400 	107868 	111958 	112656 	114537 	116688 	117854 	120446 	123219 	125504 	127802 	130780 	132479 	133603 	134704 e	134656 e	133304 	131697 	130086 	127920 
A,NR,T,Y50-54,PT11	: 	170450 	172332 	170854 	170401 	173271 	180950 	187529 	192971 	202204 	209094 	214334 	222572 	231536 	232690 	237160 	242071 	244927 	249477 	255276 	259819 	263983 	270632 	275015 	278484 	282656 e	284240 e	282606 	280444 	278175 	274571 
A,NR,F,Y50-54,PT15	: 	9920 	10054 	9952 	10108 	10283 	10515 	10832 	11286 	11700 	11983 	12191 	12601 	12921 	13046 	13289 	13651 	13785 	13955 	14308 	14588 	15125 	15384 	15571 	15670 	15869 e	15897 e	15929 	16148 	16098 	16156 
A,NR,M,Y50-54,PT15	: 	9880 	9957 	9989 	10148 	10243 	10413 	10686 	11155 	11680 	12172 	12508 	13056 	13279 	13259 	13290 	13608 	13600 	13868 	14265 	14482 	14837 	14859 	14877 	14530 	14558 e	14442 e	14520 	14531 	14647 	14678 
A,NR,T,Y50-54,PT15	: 	19800 	20011 	19941 	20256 	20526 	20928 	21518 	22441 	23380 	24155 	24699 	25657 	26200 	26305 	26579 	27259 	27385 	27823 	28573 	29070 	29962 	30243 	30448 	30200 	30427 e	30339 e	30449 	30679 	30745 	30834 
A,NR,F,Y50-54,PT16	: 	: 	68773 	68372 	67678 	67287 	68660 	69392 	69970 	71746 	72709 	72675 	73695 	75465 	75440 	75798 	77142 	77740 	78766 	80151 	81572 	82724 	84398 	85570 	86342 	87354 e	87485 e	86735 	85841 	85116 	84132 
A,NR,M,Y50-54,PT16	: 	: 	61372 	60562 	59747 	59038 	60253 	61240 	62063 	64080 	66141 	67586 	69458 	71804 	72120 	72972 	73595 	74417 	75362 	76830 	77864 	79104 	79928 	80391 	80255 	80236 e	80044 e	79230 	78142 	77343 	77054 
A,NR,T,Y50-54,PT16	: 	: 	130145 	128934 	127425 	126325 	128913 	130632 	132033 	135826 	138850 	140261 	143153 	147269 	147560 	148770 	150737 	152157 	154128 	156981 	159436 	161828 	164326 	165961 	166597 	167590 e	167529 e	165965 	163983 	162459 	161186 
A,NR,F,Y50-54,PT17	: 	: 	81568 	81662 	82542 	84416 	87546 	90735 	93365 	95893 	96953 	98474 	99476 	100468 	99072 	98331 	97495 	96792 	96122 	96594 	96967 	97494 	97264 	97164 	96949 	97929 e	98513 e	100095 	100979 	101631 	102036 
A,NR,M,Y50-54,PT17	: 	: 	77702 	77788 	78489 	79727 	81808 	83489 	85151 	86780 	87555 	88641 	89331 	89294 	87572 	86247 	85319 	84636 	84814 	85193 	85650 	86701 	86430 	86123 	86038 	86941 e	87145 e	88585 	89500 	90143 	90524 
A,NR,T,Y50-54,PT17	: 	: 	159270 	159450 	161031 	164143 	169354 	174224 	178516 	182673 	184508 	187115 	188807 	189762 	186644 	184578 	182814 	181428 	180936 	181787 	182617 	184195 	183694 	183287 	182987 	184870 e	185658 e	188680 	190479 	191774 	192560 
A,NR,F,Y50-54,PT18	: 	: 	24953 	24247 	23794 	23385 	23148 	23247 	23471 	23665 	23647 	23545 	23735 	23726 	23745 	23972 	24323 	24372 	24803 	25301 	25538 	25873 	26278 	26594 	26591 	26575 e	26244 e	26151 	25727 	25297 	25032 
A,NR,M,Y50-54,PT18	: 	: 	22375 	21594 	20968 	20478 	20537 	20936 	21425 	22001 	22342 	22580 	23222 	23718 	23828 	24023 	24458 	24453 	24545 	25079 	25334 	25763 	26214 	26483 	26387 	26240 e	25717 e	25406 	24752 	24378 	24314 
A,NR,T,Y50-54,PT18	: 	: 	47328 	45841 	44762 	43863 	43685 	44183 	44896 	45666 	45989 	46125 	46957 	47444 	47573 	47995 	48781 	48825 	49348 	50380 	50872 	51636 	52492 	53077 	52978 	52815 e	51961 e	51557 	50479 	49675 	49346 
A,NR,F,Y50-54,PT20	: 	5390 	5301 	5216 	5211 	5386 	5542 	5636 	5788 	5897 	5869 	5921 	6068 	6301 	6453 	6644 	6709 	6892 	7055 	7398 	7590 	8005 	8312 	8550 	8760 	8993 e	8975 e	8920 	8845 	8705 	8598 
A,NR,M,Y50-54,PT20	: 	5120 	4979 	4923 	4966 	5164 	5194 	5297 	5378 	5503 	5521 	5777 	6181 	6519 	6745 	7098 	7184 	7207 	7311 	7520 	7648 	8033 	8233 	8458 	8564 	8631 e	8615 e	8452 	8292 	8215 	8176 
A,NR,T,Y50-54,PT20	: 	10510 	10280 	10139 	10177 	10550 	10736 	10933 	11166 	11400 	11390 	11698 	12249 	12820 	13198 	13742 	13893 	14099 	14366 	14918 	15238 	16038 	16545 	17008 	17324 	17624 e	17590 e	17372 	17137 	16920 	16774 
A,NR,F,Y50-54,PT30	: 	6580 	6820 	6726 	6633 	6582 	6564 	6520 	6580 	6672 	6691 	6794 	6955 	7206 	7337 	7676 	7936 	8148 	8368 	8633 	8927 	9588 	9997 	10281 	10634 	10942 e	11017 e	11041 	11112 	10950 	10756 
A,NR,M,Y50-54,PT30	: 	4840 	4865 	4812 	4715 	4763 	4868 	4950 	5054 	5213 	5414 	5695 	6055 	6382 	6645 	6917 	7017 	7126 	7238 	7430 	7614 	8270 	8477 	8633 	8930 	9176 e	9227 e	9212 	9336 	9285 	9151 
A,NR,T,Y50-54,PT30	: 	11420 	11685 	11538 	11348 	11345 	11432 	11470 	11634 	11885 	12105 	12489 	13010 	13588 	13982 	14593 	14953 	15274 	15606 	16063 	16541 	17858 	18474 	18914 	19564 	20118 e	20244 e	20253 	20448 	20235 	19907 
A,NR,F,Y50-54,RO11	90541 	89794 	87563 	85313 	81412 	80293 	78722 	79149 	79756 	82458 	84175 	89041 	90293 	92877 	94522 	95877 	97002 	98006 	98538 	98919 	97230 	94080 	87511 	82877 	79032 	76023 	73767 	72031 	77913 	84429 	89741 e
A,NR,M,Y50-54,RO11	84820 	84075 	82290 	79935 	76197 	74945 	73038 	73434 	74402 	77183 	78866 	83677 	84850 	87010 	87888 	89309 	90428 	91446 	91950 	92489 	91171 	88386 	83448 	79560 	77190 	74999 	73605 	72750 	79731 	87072 	92991 e
A,NR,T,Y50-54,RO11	175361 	173869 	169853 	165248 	157609 	155238 	151760 	152583 	154158 	159641 	163041 	172718 	175143 	179887 	182410 	185186 	187430 	189452 	190488 	191408 	188401 	182466 	170959 	162437 	156222 	151022 	147372 	144781 	157644 	171501 	182732 e
A,NR,F,Y50-54,RO12	81452 	79867 	75935 	73930 	71091 	69903 	67681 	67736 	67948 	70143 	73269 	79335 	81739 	86245 	89683 	91812 	94344 	96792 	97550 	97694 	95102 	90807 	80972 	75829 	71472 	67949 	65167 	62895 	69141 	75764 	81390 e
A,NR,M,Y50-54,RO12	80481 	78075 	73864 	72049 	69301 	67976 	66007 	66090 	66268 	68787 	72553 	78485 	80975 	85055 	88134 	89456 	91125 	92146 	91845 	90500 	87500 	83039 	76220 	72032 	68931 	66070 	63959 	62660 	70263 	78011 	84826 e
